,text,label
1004,So you cut off their heads and make a Jew baby,0
1005,@AndrewSisley @margarethodge Which was founded by a jew,1
1006,The many not the jew.,0
1007,@aschleigh @joshfoxfilm @BernieSanders He's a Jew.,1
1008,@m0e_98 @Ali_Kourani You probably a Jew innit 😤 https://t.co/Jil3cHxy25,1
1009,@Corriel @FolkishRight I thought Putin was a jew agent just like trump,1
1010,@AspanKyn Just a phony jew,1
1011,@KReal_OG His daddy is still a Jew.,1
1012,@URefollow This jew rat-ess,1
1013,The eternal Jew https://t.co/4OWzG3c2er,1
1014,@annfirth @69mib For the many not the jew,0
1015,@PeterSweden7 😂😂😂😂😂😂.   Jew Logic.,1
1016,"@jessbrammar @bbclaurak Or in Berger's case, the many not the Jew.",0
1017,@Channel_Nine yes confirms jew-anon,0
1018,@CBSNews Indiana jew,0
1019,@robreiner. A honest jew  https://t.co/plITa49tzx,1
1020,That's just Jew 😪,0
1021,@OpForPlay Yehudi is jew,0
1022,They just cut a Jew off???,0
1023,"@BethRigby @lucianaberger For the many , not the Jew .......",0
1024,@VioletVampire2 @ToilsomeOlive Hagee is a jew.,1
1025,"the barking jew
https://t.co/G3Zpy3LILn",1
1026,@BradFitzpatriot @BreitbartNews He is a jew...,1
1027,"@ChuckCallesto Roseanne is just another vulgar jew, pfft",1
1028,My nigga thugger still handcuffed by that Jew Lyor Cohen smh,0
1029,@Tekashkenazi Wasnt he a jew?,1
1030,@ricaudd1 @mishtal @zub73960977 The Jew haters’ favorite Jews.,0
1031,The authentic and inauthentic Jew https://t.co/xQljv9TiJ5,1
1032,out with the old in with the jew https://t.co/COwyPBLl22,0
1033,@SpideyMoralez Is that a Jew book,0
1034,@EdgeofSports @DonCheadle Couldn’t agree more!! As a Jew,0
1035,@iamthepenk @realonehat @CrazyinRussia Fckin jew,1
1036,@KatRamsland You are a Jew https://t.co/pKnS3T4vb9,1
1037,@THeINKGOD What compliment? Fake Jew.,1
1038,The U.S is a Jew Squatter Nation as well!,1
1039,"@marklevinshow Bernie is a Jew!
Wtf is he smoking?",1
1040,@mtracey @GranTorinoDSA @JacobAWohl He’s a Jew.,1
1041,@AdamFriedland @ChelseaClinton Why is she LARPing as a Jew?,0
1042,"Purpp getting money like a Jew
Choppa on me, get smoked like a Juul",0
1043,@almasudynizam_ yeshe yeshe jew,0
1044,"@PrinceMiracle22 @piersmorgan Got a fella cheers , big Jew",0
1045,@reinon4 Anyone who unfollows me is a JEW,1
1046,"@netanyahu

I heard you are a Jew!",1
1047,"ResistanceGuy1982: i will call whomever i want a fake jew repeatedly in an extended rant

ME (potential cabinet app… https://t.co/VYiL1V5YV1",1
1048,I smell like an Orthodox Jew,1
1049,@SkyNewsPolitics @SkyNews @jeremycorbyn Is this guy a Jew?,1
1050,@Smokey_DaJew @unions_insanity hahahhahaaaaaaa......... You are  a stupid jew.,1
1051,@RashidaTlaib @ArielElyseGold @IfNotNowOrg You can't stand a strong Jew,0
1052,@itzkidmarley Fucking jew 😂😂😂,1
1053,This griezman looks like a jew with this his hairstyle,0
1054,@acnewsitics Pretty sick since he is a Jew.,1
1055,@Fuctupmind JEW VERSUS KHAZAR,1
1056,@YourFriendHau You're jew,1
1057,@CaptYonah In fairness he already hated Bernie for being a Jew,0
1058,Jew wag pls,0
1059,New Episodes Posted Today! Today's episodes are with a former Orthodox Jew. https://t.co/kktk7NcWNk,0
1060,@TPM Bernie Sanders is a masochistic Jew.,1
1061,"THE FACE WITH A PITCHFOARK
 NUNCHUCKS AND A JEW",1
1062,Corbyn - for the Muslim not the Jew.,0
1063,"@theIhulk @rogerwaters King Herod at age 29,ordered the death of JFK on Nov.22,1963,,to Jack Ruby ,,a Herod Jew dic… https://t.co/W5I4V82PUK",0
1064,Tulsi Gabbard's Dna revealed that she too is a Jew.,1
1065,@pescami A Jew Trends In Brooklyn,0
1066,siot jew,0
1067,gaguarillo jew,0
1068,@BlackLodgeAgent He is based jew,1
1069,@DavMicRot The Jew cries out in pain as he strikes you.,1
1070,Is the pope a jew?,1
1071,@Penemuel1 Never heard of a fake jew?,1
1072,"@jazzurd @no_zog Piss off, jew.",1
1073,@_ClassicJeff Omg. Sen. Blumen Jew,1
1074,go to hell...from a New York Jew,0
1075,She looks like the jew from family guy,0
1076,Peace be with you Jew,1
1077,@XXXRAULITO I miss Jew tewww,0
1078,@MintPressNews @CarolHakios Stupid .. tell them your a jew,0
1079,People explaining a Jew?,1
1080,@jew_well Jewel😍😍😍😍😍😍,0
1081,"A-mir-men
The Jew.
The Guy.",1
1082,@ExistentialEnso look at the jew jewsplain,1
1083,@woodydudecoyb @Jamin2g @NomentumTehran Wrong kind of Jew ?,1
1084,@luisjgomez Scam that Jew,1
1085,"AMLOrious bastards
The goose jew https://t.co/uDdgeELBji",0
1086,Of not being a jew...,0
1087,"@RomanGriffen @Phil_Mattingly @RebeccaBuck Yes is the answer. She shouldnt have apologized. She did nothing wrong.
sincerely,
 a Jew.",0
1088,@YBlachman @alteratyeshiva @mr_markjacobs maybe lose the jew beanie,1
1089,Found the jew,1
1090,@Poukkiies @togabbacchio Did someone say jew?,1
1091,@ahjanjua93 @Salmaninvincib1 @Zwei_Augen @Praecursator007 And we all know that the father of Shiasm was Ibn E Saba (The Jew).,1
1092,"@dihlwacker @RealJamesWoods A gay, black, Jew.",1
1093,@nigeriansock @zLyonEUx @Synergxzed I aint no jew :(,0
1094,bright milk fic non jew inceat,0
1095,@HeteroGaming LOL JEW,1
1096,"@morgfair @MalcolmNance Rush, FYI.🤨 Stephen is a Jew",1
1097,@_TheDayman Fuck u find this from u Jew,1
1098,"@Chizzyx @NickCohen4 Trotskyite Labour, for the few not the Jew",0
1099,@lyzbeh cursed be the frizzy jew hair 😔,0
1100,@WingedHussaer @Welcme2WalMarth @Katadeku STOP U JEW,1
1101,@TheRoundhead42 @JennieGenSec The chair of Wavertree CLP is a Jew.,0
1102,The Jew Son of a Prostitute,1
1103,"jew: sn*****
me: https://t.co/X1oq69IzQy",1
1104,@mikeburde @brianna_18 You gay jew,1
1105,comel jew 😭,0
1106,@irzipinki Ur a fucking jew,1
1107,Curious jew😅,0
1108,"@SorchaEastwood The racists of the Lambeg Taliban, looking uncomfortable?Well they are sitting beside a Jew?",0
1109,Two mulattoes: Black+ Jew.,0
1110,@CNGainz Can you be a black Jew?,0
1111,@KylePlantEmoji This lil Jew appreciates your newest masterpiece 👌,1
1112,a darrk and evil spell made by a supreme jew,1
1113,@EdKrassen @RepSwalwell Shut up creepy Jew,1
1114,Purpl said get smoked like a Jew 💀,1
1115,@drspaceman55 @Banthafodder200 Nick believes in the void. He would of voted on my exclusive poll if he didn't upset that filthy Jew.,1
1116,@thotlm are you Jew?,1
1117,@KTHopkins Said the jew...,1
1118,You're a jew,1
1119,@LauraWalkerKC So he’s the tallest Jew?,0
1120,@LFCmuhammed Get out of my mentions u Jew,1
1121,@Samsung_News_ @Sudhanshu1414 @VenyaGeskin1 Fucking jew,1
1122,@chandrarsrikant @jgopikrishnan70 No. Crypto jew gene,1
1123,@Doranimated She knows what a Jew is.,1
1124,@jeremycorbyn For the many not the Jew ✡️,0
1125,"@VictoriaJustice

Shes 4rm Casas Aleman

U A Jew",1
1126,@LoliPicturesBot A black gay disabled furry Jew*,1
1127,@TaggableName @Nathorix Spot the jew,1
1128,@iCubeAgon @OziePlayz Next to Jew,0
1129,@mw108adelaide @DaveSharma He’s a jew,1
1130,@najli124 🤣🤣🤣🤣 satar rabbi jew mayefehmouch 3arbi le commentaire hedha yetsama chay par rapport chneya mestensa na9ra lool,0
1131,@HalariJunior @Alirazv22824605 @ShaykhAzhar That is Ali (as) you illeterate Jew!,1
1132,@yungestflexa Goodbye my jew side 😌💅👏,0
1133,@Anne4965 @posadistdolphin @ChelseaClinton @ShelbyHappy He is a jew.,0
1134,The new labour all for the jihdadi not the Jew,0
1135,@mashie154 ashe ashe jew,0
1136,@che_amsyar ashe ashe jew,0
1137,@yogaDGAF Jew Brows™ lol,0
1138,@SamBassUSAF @RashidaTlaib @repjohnlewis Sam Bass speaks like a dirty jew.,1
1139,@RubensteinAdam And now she has attacked a Jew in a Congressional hearing.,0
1140,@thundergroyp I would be too if I had to marry a Jew,1
1141,@goldi10cks Uishhhhhhhhhhhh kitew biasee biase jew 🔥🔥🔥🤪🤪🤪,0
1142,@PresidentSnider @crossdianastasi @AIPAC Found the jew,1
1143,@primetimenole Then come up here Jew,1
1144,@HeungMinSonSzn @LFCStanleyHouse What Jew mean,0
1145,@siano2020 NO. AND IM A JEW,0
1146,@dasjudge @KK478649174 ...or jew,1
1147,Not if she was a Jew tho,1
1148,@LiberTerrierRSA @populistmorons @Gary22k @farmcrayzee @Camoguy8 @twigsally @RevMeshoe My other favourite Jew from… https://t.co/dORUhOv8bU,1
1149,"@ListenToMeImLeo 6 fight parlay 40 to win 1,045. Jew",0
1150,@Benaskren @ufc Or at least out a jew fro the placeholder,0
1151,hs@vzmgesv. GeThis nevCatn Jew ta https://t.co/ODC5Twyiea,0
1152,@DrSuperElite Anons were digging on his father this morning. Fake-Jew cabal guy.,1
1153,@Iwantthecoochi @RobloxTopsi fuck off your the jew,1
1154,the jew fears the boomercon,1
1155,@DPJHodges @YvetteCooperMP Are you the One Eyed Jew ?,1
1156,@Who is a Jew? - Wikipedia https://t.co/cJRLQ8ouUJ,1
1157,(((jew tricks))),1
1158,Heidi Calls Kyle a dirty Jew https://t.co/PMnY0PxAb0 via @YouTube,0
1159,@sircharleschase @SkyNewsPolitics @SkyNews @jeremycorbyn Noam Chomsky (himself a Jew): https://t.co/CvhxkVJNV6,0
1160,@InuMemeiji So you wanna fuck a secular jew,1
1161,@bungarsargon suck a chode jew!,1
1162,New Jew. and dress.💙 https://t.co/hn33KxJ2ml,0
1163,"@AnarchoKhomeini Roses are red
Violets are blue
Shiasm is fabricated
And was started by Ibn Saba the Jew",1
1164,@DistacticaI @Xannyyy___ @KxR6S @Adalovelacexx @xXGalactic_NeRf Proud Jew*,0
1165,@strandhall are you a jew?,1
1166,@CommieClio @bitterdoggo @peachyjew are you a jew?,1
1167,"@kevinbrennan666 Half Mick, Half Jew is my guess.",0
1168,@HDfilmsowner The beaaaaaaaar jew,0
1169,@NickJFuentes Shut up jew.,1
1170,@EdKrassen Or Jew. Or. Jew,1
1171,"@DAC006 @LucyMPowell Jeremy Corbyn supports groups who want to exterminate Jews, lays wreaths for those who have an… https://t.co/RsHd0PJnHi",0
1172,@Andyfizz69 @V_of_Europe Jew ( Three Letters ),1
1173,@ChatByCC @DonaldJTrumpJr Damn Russian Jew,1
1174,"@drnibble @heyitsjojobo @SoCoFanAccount The ((())) meme was invented by Andrew Anglin, a Jew.
https://t.co/lfSNgBOpk4",0
1175,Jeremy was a Jew??!!,1
1176,Follow this Jew,0
1177,@Crawficial First Jew tho,0
1178,@Mike_Chf_Shain @18sbelt How you talk shit with 34 follows and a Jew fro,0
1179,@ZerlinaMaxwell @IlhanMN Are you a Jew?,1
1180,@ASavageNation Rothko was a Jew too.,1
1181,@realDailyWire Smollett is a jew...,1
1182,@penguinismo @HerzogBall follow back jew,1
1183,The Jew cries out in pain as she strikes you.,1
1184,"duster jew
duster jew",0
1185,@KenziGreenhouse half jew half brit,0
1186,@STPolitics1 @ScrumtiousVal @davidschneider @lucianaberger Wrong kind of Jew..,1
1187,@SfisoWish @MalcolmJR13 @SugarThandz You have to be black to be a Jew.,1
1188,@SamRoth93 @Campbell_simm Ruffled * stupid Jew,1
1189,@scrubgod JEW JEW BLAZE,0
1190,@Ilhan Even the Jew moms?,0
1191,The niga Jew who spreads them,1
1192,"@spartanmatt_w @AaronBastani @joanryanEnfield What Jews?
Ryan's not a Jew.",1
1193,A JEW just called me a nigger bitch because i looked at him 😑😑😑😑😑,1
1194,"DrJillStein: RT EdgeofSports: As a Jew, I want to welcome anyone who wants to criticize a lobbying coalition funded… https://t.co/hwCLpUAROX",0
1195,@colinkirkby88 @Nara_Hodge @jeremycorbyn For the many not the jew.,0
1196,@sullyb85 @piersmorgan King Soloman was a jew,0
1197,@Ruben_Rotterdam @lekkercryptisch You're welcome jew,1
1198,@Ztay1or @GleasonJ_75 The jew spelled it correctly,1
1199,@BobKnee95 @amber_athey Who told Jew jokes?,0
1200,@HillelNeuer How is merely being a Jew racist?,0
1201,Aque sorunk jew kerrrr !!!!!?,0
1202,@anniekarni This Jew does.,1
1203,@mediumdigi She's a jew,1
1204,@BiiiyHeii She's a jew,1
1205,@punishedmartian She's a jew,1
1206,@LuciusSulla2 She's a jew,1
1207,@houellebecquian @nocturnidady Jew York,1
1208,@SteveScalise Steve you are a Jew ass kisser,1
1209,Jew fatigue.,1
1210,"@ffmicol @denlusk13 same fight , different Jew.",1
1211,Imagine parents who name their offspring Arafat raising him to want to kill a Jew?,0
1212,"As a Jew and a resident of MN-5, I stand with @IlhanMN",0
1213,"@SpeedoBelly Get lost, Jew.",1
1214,@TheAbbiStar Jew with a mullet,0
1215,"@JanBran06127566 @EricBornman1 Get the hell out of my thread, jew",1
1216,"@arsenelup1n @ExposingBDS @shez19811 @PACBI @SBS @Eurovision @EBU_HQ Marx was a Jew. (creator)
Friedrich Engels (co… https://t.co/4VrdTTm2Xt",1
1217,@JussieSmollett This shit sucks like Jussie. Jew power,1
1218,@asimo3089 Jew museum and bank remodelling,1
1219,@ditaswritings Worse than a jew!,1
1220,"@jeremycorbyn For the Jihadi, not the Jew.",0
1221,Di Maria's a filthy jew,1
1222,bright copper non jew inceat,0
1223,"@familyunequal @realDonaldTrump But dont listen to this guy
Because he's a Jew",1
1224,"But honestly STILL better than
A warmonger
A Jew
An uppity negro",1
1225,Hitting the Jew,1
1226,@BaldBryan @AdamCarollaShow Definitely not a Jew.,1
1227,@ProtoMK2 @Scaaaaaaarlet He did that Jew thing.,1
1228,@MattGertz Jew...ish,1
1229,@Toastylolxd It’s the Jew,1
1230,"@brianklaas @IlhanMN Shut up, Jew.",1
1231,"New OC, a qt Jew... https://t.co/4HPGjFdzKI",0
1232,the jew flees from justice,1
1233,@Texan214_ @bhloelevy She is still a jew,1
1234,@Billy_Cassie Fuck up you fucking Jew,1
1235,"closer each day:
to killing a jew
(that IS a coloqiual tune in Aus)",0
1236,@BBCSussex Well that what they currently have as a slogan for the many not for the Jew,0
1237,@MasonSchreinerr Cute Jew,0
1238,@haaretzcom Opinion: the Jew cries out in pain as he strikes you,1
1239,@peterbakernyt No one cares Jew,1
1240,JEW ideology,1
1241,@ACTIVEPATRIOTUK For the Jihadi not the Jew.,0
1242,"@LeonidasPF @Hi3cchi @RespectElves @scarredbushido Oh, do you know much on the Jew thing",0
1243,"@hmm_ummm_ohhh_ @MaxRose4NY NO we are not. Signed, a Jew.",0
1244,@ehpix ur a fucking jew,1
1245,"@MarxFucks @rare1gun @JohnDukeWayne Karl Marx was a racist, Freemason, Pseudo Jew. You're twisting and perverting t… https://t.co/8nXssOM8nm",1
1246,@ByronBernstein Jaffar was a jew confirmed,1
1247,@IkaikaWrath @YourBoss01 @TheDailyShow @gucci black face was invented by a jew,1
1248,"@joanryanEnfield Another wrong sort of Jew, 🙄",1
1249,@TheDonnnieSharp @LegendaryEnergy Have you ever met a Jew who was a janitor?,1
1250,@AngryBlackLady @meangrape My husband (second in from right) praying next to a black jew (on his left) at the Weste… https://t.co/nnuOEH6E0R,0
1251,"As a Jew, my tweet is absolutely true.",0
1252,My answer to Can an Orthodox Jew believe in evolution? https://t.co/NkFDFnsRmg,0
1253,@Imamofpeace Shame on this Jew and good on the muslims,1
1254,@Misanthopeful @Deiclast token jew,1
1255,russian jew,1
1256,Lavie: Don't let anyone make you feel like a second-class Jew.,0
1257,@BillOReilly Just a jew,1
1258,@Dissident_red @NatWurld *Jew owned corporations.,1
1259,"@patience_setati Even worse, a JEW",1
1260,@jitendrabhatt9 @OpIndia_com He is crypto jew.,1
1261,@MrWhipplebottom Q? More like Jew,1
1262,"@Finkley1 @skwawkbox @lucianaberger Depends on context, who said wrong type of Jew?",1
1263,Dispensationalism is Kabbalah-tier Jew cuckery,1
1264,@AnnCoulter @JoeRossExMAGA Pedophile&gt;jew,1
1265,@MuslimIQ He thinks just like a Jew.,1
1266,@supergutman For the many not the Jew,0
1267,@Imamofpeace This Jew Muslim thing is tiresome to,0
1268,@BGeneus @WWE @BrockLesnar @WWERollins and Heyman is jew,1
1269,bright babby spanch non jew inceat,0
1270,Rosen from Nevada is a jew and a racist,1
1271,That’s my little black Jew.,1
1272,"Taming of the jew
https://t.co/9evwaMK9Dm",1
1273,Like wut cam nak picit picit jew,0
1274,Jews https://t.co/cU1JcqIkKm,1
1275,@JihadiJew I think the Jew in JihadiJew gave you away 😂😂😂😂,0
1276,@REALIcePoseidon Fire Scuffed Soy Jew,0
1277,@7777MYNAME @IlhanMN Does she know that Soros is a Jew?,1
1278,@danhsmith73 @SteveScalise Soros is no Jew.,1
1279,"Three thousand ducats, due unto the Jew,",1
1280,@johnpavlovitz He wouldn't anyway.  He was a Jew.,1
1281,@Castrejo67 But wasn't Karl Marx a Jew?,1
1282,@SMcCallum93 Not your mate. And no wish to interact with you. Signing off. A Jew,0
1283,@BBharatisgreat @Aabhas24 R u Indian jew,1
1284,@ArowomoleOB @eaziiworka Jew men😂,1
1285,@Sheldone @FrBower He is a jew.,1
1286,@RichWillz89 Jew goal,1
1287,"The Y chromosome of the Jew
https://t.co/T7mSshAhkF",1
1288,"Not exactly like AIPAC is helping though

I say this as a Jew",0
1289,@NOTREATZY sup jew,0
1290,@Sheshfull I wish I had a Jew too bitch,1
1291,"@drnibble @heyitsjojobo @SoCoFanAccount Haha, ur a Jew.",1
1292,@SaraCarterDC @f_modzelewski A typical jew....,1
1293,"@jeremycorbyn *for the many, not the Jew",0
1294,"@washingtonpost @ishaantharoor Conveniently, WaPo jumps on the side of the lying deceitful Muslim relitigating an issue to bash a Jew",0
1295,@YeToHerImGod Just jew,0
1296,@DOMINUSMED @redscarfandall She's a jew,1
1297,@robin_bale @janeforlabour The mural he defended portrayed a typical jew in that exact context,1
1298,@MarieMurph2 @MattGertz @ehananoki He's a Jew.,1
1299,@rileyreidx3 Probably jew,1
1300,@borg3412 @TheKingCrobat @2Deep2Maroon @FrenWasTooShort @Dreamia18_ @KidsMealsAt16 And fried Jew,1
1301,@Garvey_24_ You are a Jew tho,1
1302,@JennieGenSec @SeftonCntrlCLP Not the Jew,0
1303,I've never seen a Jew before,0
1304,Pay the Jew,1
1305,"Ashley Ray Goldberg, the resident evil detecting Jew.",1
1306,@EricRWeinstein Aren't a jew?,1
1307,Jew fetish?,1
1308,@syauqihanif95 Eh eshe eshe jew itew,0
1309,@montiniski Talmudism has sealed the Jew. Unfortunate..,1
1310,that you are a fucking Jew,1
1311,No such thing as a Christisn Jew.,0
1312,@JosHua500s Dam u a jew,1
1313,@fik_gunners97 Mne ad.. ittew besher-1 jew,0
1314,@iRudy11 Which jew... Boy.,1
1315,@ClosedforCons @rickyspanglish1 @Andywarski That's the nose of an advanced jew,1
1316,JEW SPOTTED,1
1317,@SamKornfeld1 My fave Jew❤️,1
1318,"@HRE1962 @4years2day the ONLY ethnic Russian in the upper echelon, Kirov, was shot by a Jew.",1
1319,@imdoingthisHW @HeteroGaming jew pus,1
1320,@ChontaConPalta @ElenaOxara2 He is a Jew https://t.co/4NFdLzKeQW,1
1321,@ggreenwald @guebengson Look st this typical Jew response,1
1322,@luqmankhan555 @SSilvUK @EuanPhilipps @LabourList Your pissed you didn't force out a Jew?,0
1323,@NotToadMckinley Knew It Jew,1
1324,"@BananaLifter @zombiesin5 BECAUSE

.

HE'S

.

A

.

JEW",1
1325,Wrestle me Jew https://t.co/qZs6HKJHp3,1
1326,@GetAustinRhodes. Pronounced dee Sid Jew ous,0
1327,@GotThatMojo @RWPUSA This Jew agrees!,0
1328,@rapacixus I wish u jew,1
1329,@Breaking911 Some Jew lawyer told him to do this 100%,1
1330,@FlLegg 1v1 me on siege you fat jew,1
1331,"@DespacitoRoyale @TheAeroplaneMan I agree.

What is a Jew? 🤔",1
1332,"For the badger, not the Jew.",0
1333,"@ToolFreeCrypto What's faster than a speeding bullet?
A Jew with a coupon.",1
1334,Jew Delusion.,1
1335,"@MessickWasHere @touchmycow @WeirdVampireKid @Oridan95 @Scaaaaaaarlet As a Jew, I have never felt devided from othe… https://t.co/2TeZ5YMLlg",0
1336,@Zorbz_Zack @Mersh That the king of jews of a jew,0
1337,@RealJamesWoods Jew lover,1
1338,@HennyHarrison @The_GahFatha Lol you Jew,1
1339,This is how they jew,1
1340,@bbyeojja Fs dong neng jew,0
1341,@morganholleb That's wandering Jew!,1
1342,@Doc_0 @gslade5 The jew is laughing at the gullible goy,1
1343,@ro2ses jew follback,0
1344,"Seconded. (A secular Jew, too.)",0
1345,"@Ron4California Shoo, shoo, filthy Jew!",1
1346,@ZaibatsuNews Despicable jew.,1
1347,a jew in 1942,1
1348,@dancohen3000 @MaxBlumenthal @AOC @mtracey @IlhanMN Preach brother (from another progressive Jew).,0
1349,"FACE WITH NUNCHUCKS?
 EVER GET HIT IN THE FACE WITH A JEW",1
1350,@PoliticsSense For the many but not the Jew,0
1351,"@cquilty52 Roses are red
Violets are blue
Labour are for the many
But not for the Jew",0
1352,@picadorbooks @Baddiel @alaindebotton For the many not the Jew you idiot,0
1353,@DrJoeAbah @Iam_AL33Yu Die it dismantle this Jew man! Zero O.T,1
1354,@nashherrrrr @lewisbe51931305 Well said you jew,1
1355,@leahmcelrath @SarahClapp @MiamiHerald @jkbjournalist Filthy Jew pedophile.,1
1356,"And for the Jew's bond which he hath of me,",0
1357,@h3h3productions Imagine not being a Jew,1
1358,Mayer Amschel Bauer (Rothschild incest family patriarch) literally lived on Jew Street,1
1359,"@ChelseaClinton @mcbyrne @IlhanMN From, a concerned Jew",0
1360,"@modelina Looool
That one na Jew jare",0
1361,No she is not you are a fake Jew,1
1362,@Faith5finger Kraft is a Jew. https://t.co/5nqGk4wF5a,1
1363,"Someone get me out of this house, my ex is trying to bring a Jew boy over",1
1364,Mcm cantik jew. Mcm comel jew,0
1365,"@julius49bc @Izabela7558161 and very well, go to hell  Jew",1
1366,@johnpavlovitz He was in fact a circumcised Jew,0
1367,@paulcabbie @KMingewasser @LBC @IainDale Momentum is led by a Jew...🤔,1
1368,@Yair_Rosenberg The Wondering Jew,0
1369,Crusader jew https://t.co/q3BZAcIQIf,1
1370,@alexkotch @shaunking Fake jew*,1
1371,In a faraway past this guy was a Jew...,1
1372,He was a jew. Read yo bible,0
1373,@Zamasu70023938 Jw¿ is that a Jew wrangler?,0
1374,....unless you happen to be a Jew.,0
1375,@RaniaKhalek thought up by a jew.,1
1376,"@HeerJeet @tylercowen As a Jew, not so good...",0
1377,@truegutterboy @MrDane1982 Maybe he is a fucking fake Jew!,1
1378,met the Russian Jew today 😂,1
1379,might fuck around and stan my jew oxxxy https://t.co/ttEV2MeMrI,1
1380,This makes me sick. As a Jew I will never forget,0
1381,@CallMeCarsonYT Toasted jew,1
1382,"Hie thee, gentle Jew.",0
1383,"@CBCCanada ....""Then they came for the Jews, and I did not speak out - because I was not a Jew. Then they came for… https://t.co/pvKjZXggSQ",0
1384,@JennieGenSec For the many not the Jew?,0
1385,((JEW MAGIC)),1
1386,@BeigeFrequency Its Schumers Jew voodoo,1
1387,*5 socialists and a Jew-baiter.,0
1388,@RutiRegan What is a fake Jew?,1
1389,@Ilhan is he a jew?,1
1390,@isaiah_kb Insert dissertation on what is a jew.,1
1391,@RNR_0 Jew fuk?,1
1392,"Not on thy sole, but on thy soul, harsh Jew,",1
1393,"@HanginLeo Cantwell is a Jew...
https://t.co/uZwDAuiBWZ",1
1394,@ohmygrapeness Jew're very funny - Aramaicing me laugh,0
1395,@nrisranatasha shopee rm1-2 jew,0
1396,Yemi call me Jew lol,1
1397,might pull up in a beamer flexin’ like a jew,1
1398,@jeremycorbyn For the many and not the few will now be forever read as...... For the many and not the Jew...,0
1399,Sanders is my kinda Jew.,1
1400,@TiredJT_ Jew york?,1
1401,@syazani9 mcm toolisan aque jew,0
1402,@ttaattiana Uhhhh no you jew,1
1403,@JFLUG34 @JacobAWohl He’s a Jew lol,1
1404,Look at this Jew,1
1405,@jade5cox Wow a jew,1
1406,o jew keng?,0
1407,@axios What a Jew.,1
1408,@elephanttstone jew jitsu xxxx,0
1409,@SEKRELOKAL19 @apnkjew @diergazhar Jew oni 1000,0
1410,"(3/3) Then they came for the Jews, and I did not speak out—because I was not a Jew.
Then they came for me—and there… https://t.co/cjgvOLfn6P",0
1411,@johnmcdonnellMP @jeremycorbyn For the many not the jew.,0
1412,@SailorStorm86 Have fun being a slave to the Jew,1
1413,@2Dpunished Jew York,1
1414,@PenceElectric Jew York,1
1415,@TheBeatWithAri @AriMelber @LilTunechi @AliVelshi Imagine my shock learning a lying propagandist like you would be a Jew,1
1416,@yoongsoft @secretchoki go cry somewhere else Jew,1
1417,Is Q jew?,1
1418,@carlosfangango4 @stellacreasy @RachelRileyRR @TracyAnnO Aggrandising a Jew complaining bout A/S,1
1419,@AdamWagner1 She broke Labour constitution. Nothing to do about her being a Jew,1
1420,@JacobAWohl @realDonaldTrump If you don’t like leave Jew boy,1
1421,"@IlhanMN @realDonaldTrump You shouldn't need to apologize.

Sincerely,
A Jew",0
1422,"My boyfriend is a Jew
(disclaimer he is) https://t.co/vaG6MV2Nvw",0
1423,@MagicValleyComp @KTHopkins You’re right. He’s a Jew,1
1424,@LeftStandingUp He's a Jew.,1
1425,@dsmolansky @jguaido Fucking jew,1
1426,@Partisangirl He's the Jew version of @tariqnasheed,0
1427,@Lordzbc @ItsVixn @GrffsTM @Jzvier_ @SeekingXBL @HalavenIsntKind One is a Jew actually,1
1428,@jeremynewberger @realDonaldTrump @CNN Self loathing Jew,1
1429,You think your a Jew.... lol https://t.co/piOHD9h25N,1
1430,@WheelzFL U jew,1
1431,@StarCur1 What’s a Sephardi Jew?,0
1432,"@guardian For the many, not the Jew",1
1433,@ComiskeyNathan @willsmith1066 @PolhomeEditor The wrong kind of Jew.,1
1434,@stevestogers This ain’t a Jew joke?,0
1435,@Shaydozer You're one sexy Jew,0
1436,@GeraldoRivera @Ilhan @RashidaTlaib Pretends to be a Jew👆,1
1437,@Gurly_Reject @Tommills89 😂 your Jew nose ..h😂a,1
1438,@F3atherIO @irinchik73 @LightningAIO @acookgroup @irinchik73 check Whatsapp Jew,1
1439,"@MohammedBaroud9 He murdered modechai roitman, a civilian, because he was a Jew.",0
1440,@jr_mckee @Brew_Swillus @bkeisel99 Oj simpson....not a jew,0
1441,@AOC @AyannaPressley @IlhanMN Just another attack on a Jew.,0
1442,@daddysMuse Jew right,0
1443,Crossover amp!!! Jew HAHA,0
1444,@uncarcrashingz @Uncarcrashings jew pennies,1
1445,@JackyCohen3 Jew kidding?,0
1446,@Rambobiggs Stupid jew,1
1447,@maxberger You don't speak for this Jew.,1
1448,@WSJ for naming the Jew?,1
1449,@pinccushion @jeremycorbyn @EmilyThornberry @RichardBurgon @GloriaDePiero @Greg4Broxtowe For the many not the jew,0
1450,@s0scar jew liarrrr,1
1451,@ChukaUmunna @UKLabour For the many not the Jew.,1
1452,"@thankuinmyhead @CP24 Seek help, Jew boy!",1
1453,@TheLastRefuge2 @ScoutDrayton Maga is the new Jew.,1
1454,"The no true Jew fallacy

https://t.co/6qN6cJqRUn",1
1455,@AmyJoSmyth The Jew in me is intrigued by this prospect...,0
1456,@Calderbank Labour. For the Jihadi not the Jew!,0
1457,@laurennmendozaa Bruuuuu I feel Jew,0
1458,@rosesansthorns You are a jew?,0
1459,@marligan ....Jew nose 😂😂😂,1
1460,@emeer_tw Gurau jew. Same2,0
1461,@PamaMapa423 @JacobAWohl AMERICA FIRST JEW,1
1462,"Eww, what a Jew???",1
